ID,2020 Food Sales,2020 FS Adjust,2021 Food Sales,2021 FS Adjust,2020 Total Sales,2020 TS Adjust,2021 Total Sales,2021 TS Adjust,2020 FS divided by TS,2021 FS divided by TS,BrandLogos,Comments,Company GHG Name,Company Foreign,DateEndFinancial2020,DateEndFinancial2021,DateEnd10k,DateEndGhg,Exclusions,ExclusionsText,GhgPermaLink,GhgReportArea,GhgReportName,GhgReportNotes,GhgReportUrl,LogoDownCo,NameChangeToParent,Parent,Public,Rank,RankIndustry,RankRevenues,RealZero,RevenuesArea,RevenuesGhgCo,S&P500,SasbIndustry,SasbIndustryShort,Scope1Emit,Scope2EmitLocation,Scope2EmitMarket,Scope2EmitUndifferentiated,Scope2Total,Scope1+2Reported,Scope1+2Total,Scope1+2Undiff,Scope1+2/Revenues,Subsidiary,Website,YearGhgData,YearRevenuesData,brands
188,0,,0,,0,,0,,0,0,y,,"Festival Foods, Inc.",,,,,,,,,,_no report as of 7/8/2023,,,,,,,0,0,0,,,813,,Food Retailers & Distributors,,,,,,,,,,,,,,,1
189,0,,0,,0,,0,,0,0,y,,Fresh Market,,,,,,,,,,_no report as of 7/10/2023,,,,,,,0,0,0,,,1800,,Food Retailers & Distributors,,,,,,,,,,,,,,,1
190,0,,0,,0,,0,,0,0,y,,Fresh Thyme Farmers Market,,,,,,,,,,_no report as of 7/8/2023,,,,,,,0,0,0,,,600,,Food Retailers & Distributors,,,,,,,,,,,,,,,1
191,0,,0,,0,,0,,0,0,y,,Giant Eagle Inc.,,,,,,,,,,_no report as of 7/8/2023,,,,,,,0,0,0,,,11500,,Food Retailers & Distributors,,,,,,,,,,,,,,,5
192,0,,0,,0,,0,,0,0,y,,Giant Tiger,,,,,,,,,,_no report as of 7/8/2023,,,,,,,0,0,0,,,2100,,Food Retailers & Distributors,,,,,,,,,,,,,,,9
193,0,,0,,0,,0,,0,0,y,,Gopuff,,,,,,,,,,_no report as of 7/8/2023,,,,,,,0,0,0,,,2000,,Food Retailers & Distributors,,,,,,,,,,,,,,,2
194,0,,0,,0,,0,,0,0,y,,Grocery Outlet Holding Corp,,,,,12/31/2022,,,,,Sustainability Report,,,,,,,0,0,0,,,3578,,Food Retailers & Distributors,,,,,,,yes,5061,5061,1.414477362,,,2022,,1
195,0,,0,,0,,0,,0,0,y,,H Mart,,,,,,,,,,_no report as of 7/8/2023,,,,,,,0,0,0,,,1050,,Food Retailers & Distributors,,,,,,,,,,,,,,,9
196,0,,0,,0,,0,,0,0,y,,H-E-B,,,,,,,,,,_no report as of 7/8/2023,,,,,,,0,0,0,,,38900,,Food Retailers & Distributors,,,,,,,,,,,,,,,11
197,0,,0,,0,,0,,0,0,y,,Hy-Vee Food Stores Inc.,,,,,,,,,,_no report as of 7/8/2023,,,,,,,0,0,0,,,12000,,Food Retailers & Distributors,,,,,,,,,,,,,,,28
198,0,,0,,0,,0,,0,0,y,,Ingles Markets Inc.,,,,,,,,,,_no report as of 7/8/2023,,,,,,,0,0,0,,,5000,,Food Retailers & Distributors,,,,,,,,,,,,,,,3
199,0,,0,,0,,0,,0,0,y,,Key Food Stores Cooperative,,,,,,,,,,_no report as of 7/8/2023,,,,,,,0,0,0,,,3200,,Food Retailers & Distributors,,,,,,,,,,,,,,,8
200,0,,0,,0,,0,,0,0,y,,K-VA-T Food Stores Inc. (Food City),,,,,,,,,,_no report as of 7/8/2023,,,,,,,0,0,0,,,2500,,Food Retailers & Distributors,,,,,,,,,,,,,,,15
202,0,,0,,0,,0,,0,0,y,,Lidl U.S.,,,,,2/28/2023,,,,,CSR Report,,,,,,,0,0,0,Scope 2,,80.7,,Food Retailers & Distributors,,19521,78851,0,,0,yes,19521,,241.8959108,,,2022,,2
204,0,,0,,0,,0,,0,0,y,,Marc Glassman Inc.,,,,,,,,,,_no report as of 7/8/2023,,,,,,,0,0,0,,,1030,,Food Retailers & Distributors,,,,,,,,,,,,,,,1
205,0,,0,,0,,0,,0,0,y,,Meijer Inc.,,,,,,,,,,_no report as of 7/10/2023,,,,,,,0,0,0,,,20500,,Food Retailers & Distributors,,,,,,,,,,,,,,,20
206,0,,0,,0,,0,,0,0,y,,Natural Grocers by Vitamin Cottage,,,,,,,,,,_no report as of 7/10/2023,,,,,,,0,0,0,,,301.75,,Food Retailers & Distributors,,,,,,,,,,,,,,,1
207,0,,0,,0,,0,,0,0,y,,Northeast Grocery Inc.,,,,,,,,,,_no report as of 7/10/2023,,,,,,,0,0,0,,,8400,,Food Retailers & Distributors,,,,,,,,,,,,,,,4
208,0,,0,,0,,0,,0,0,y,,Northgate Gonzalez Market,,,,,,,,,,_no report as of 7/10/2023,,,,,,,0,0,0,,,1290,,Food Retailers & Distributors,,,,,,,,,,,,,,,1
209,0,,0,,0,,0,,0,0,y,,Patel Brothers,,,,,,,,,,_no report as of 7/10/2023,,,,,,,0,0,0,,,50,,Food Retailers & Distributors,,,,,,,,,,,,,,,4
210,0,,0,,0,,0,,0,0,y,,Publix Super Markets,,,,,,,,,,_no report as of 7/10/2023,,,,,,,0,0,0,,,54500,,Food Retailers & Distributors,,,,,,,,,,,,,,,3
211,0,,0,,0,,0,,0,0,y,,QuikTrip Corp.,,,,,,,,,,_no report as of 7/10/2023,,,,,,,0,0,0,,,20300,,Food Retailers & Distributors,,,,,,,,,,,,,,,13
212,0,,0,,0,,0,,0,0,y,,RaceTrac,,,,,,,,,,_no report as of 7/10/2023,,,,,,,0,0,0,,,19700,,Food Retailers & Distributors,,,,,,,,,,,,,,,5
213,0,,0,,0,,0,,0,0,y,,Raley's Supermarkets,,,,,,,,,,_no report as of 7/10/2023,,,,,,,0,0,0,,,5300,,Food Retailers & Distributors,,,,,,,,,,,,,,,6
214,0,,0,,0,,0,,0,0,y,,Rouses Markets,,,,,,,,,,_no report as of 7/10/2023,,,,,,,0,0,0,,,1490,,Food Retailers & Distributors,,,,,,,,,,,,,,,2
216,0,,0,,0,,0,,0,0,y,,Save Mart Cos.,,,,,,,,,,_no report as of 7/10/2023,,,,,,,0,0,0,,,4600,,Food Retailers & Distributors,,,,,,,,,,,,,,,5
218,0,,0,,0,,0,,0,0,y,,Schnuck Markets Inc.,,,,,,,,,,_no report as of 7/10/2023,,,,,,,0,0,0,,,3200,,Food Retailers & Distributors,,,,,,,,,,,,,,,4
219,0,,0,,0,,0,,0,0,y,,Sedano's Supermarkets,,,,,,,,,,_no report as of 7/10/2023,,,,,,,0,0,0,,,500,,Food Retailers & Distributors,,,,,,,,,,,,,,,1
220,0,,0,,0,,0,,0,0,y,,Sheetz Inc.,,,,,,,,,,_no report as of 7/10/2023,,,,,,,0,0,0,,,7200,,Food Retailers & Distributors,,,,,,,,,,,,,,,3
221,0,,0,,0,,0,,0,0,y,,Southeastern Grocers LLC,,,,,,,,,,_no report as of 7/10/2023,,,,,,,0,0,0,,,10500,,Food Retailers & Distributors,,,,,,,,,,,,,,,9
222,0,,0,,0,,0,,0,0,y,,SpartanNash Co.,,,,,12/31/2022,,,,,ESG Report,,,,,,,0,0,0,,,9600,,Food Retailers & Distributors,,228900,,,164317,164317,yes,393217,,40.96010417,,,2022,,4
223,0,,0,,0,,0,,0,0,y,,Stater Bros. Markets,,,,,,,,,,_no report as of 7/10/2023,,,,,,,0,0,0,,,4200,,Food Retailers & Distributors,,,,,,,,,,,,,,,1
224,0,,0,,0,,0,,0,0,y,,Superior Grocers,,,,,,,,,,_no report as of 7/10/2023,,,,,,,0,0,0,,,900,,Food Retailers & Distributors,,,,,,,,,,,,,,,1
225,0,,0,,0,,0,,0,0,y,,"Topco Associates, LLC",,,,,,,,,,_no report as of 7/10/2023,,,,,,,0,0,0,,,3500,,Processed Foods,,,,,,,,,,,,,,,20
226,0,,0,,0,,0,,0,0,y,,Trader Joe's Co.,,,,,,,,,,_no report as of 7/10/2023,,,,,,,0,0,0,,,16500,,Food Retailers & Distributors,,,,,,,,,,,,,,,1
227,0,,0,,0,,0,,0,0,y,,Vallarta Supermarkets,,,,,,,,,,_no report as of 7/10/2023,,,,,,,0,0,0,,,1500,,Food Retailers & Distributors,,,,,,,,,,,,,,,1
228,0,,0,,0,,0,,0,0,y,,Village Supermarket,,,,,,,,,,_no report as of 7/10/2023,,,,,,,0,0,0,,,2170,,Food Retailers & Distributors,,,,,,,,,,,,,,,4
229,0,,0,,0,,0,,0,0,y,,Wakefern Food Corp.,,,,,,,,,,_no report as of 7/10/2023,,,,,,,0,0,0,,,18600,,Food Retailers & Distributors,,,,,,,,,,,,,,,7
230,0,,0,,0,,0,,0,0,y,,"Wawa, Inc.",,,,,,,,,,_no report as of 7/10/2023,,,,,,,0,0,0,,,14930,,Food Retailers & Distributors,,,,,,,,,,,,,,,1
231,0,,0,,0,,0,,0,0,y,,Wegmans Food Markets Inc.,,,,,,,,,,_no report as of 7/10/2023,,,,,,,0,0,0,,,11200,,Food Retailers & Distributors,,,,,,,,,,,,,,,1
232,0,,0,,0,,0,,0,0,y,,WinCo Foods Inc.,,,,,,,,,,_no report as of 7/10/2023,,,,,,,0,0,0,,,9500,,Food Retailers & Distributors,,,,,,,,,,,,,,,1
233,0,,0,,0,,0,,0,0,y,,Woodman's Food Markets Inc.,,,,,,,,,,_no report as of 7/10/2023,,,,,,,0,0,0,,,2000,,Food Retailers & Distributors,,,,,,,,,,,,,,,1
241,0,,0,,0,,0,,0,0,y,,Lindt & Sprungli,,,,,12/31/2022,no,,,,Sustainability Report,,,,,Chocoladefabriken Lindt & Sprüngli AG,,0,0,0,,,5990,,Processed Foods,,58406,,105870,,105870,yes,164276,,27.42504174,,,2022,,8
244,0,,0,,0,,0,,0,0,y,,Cencosud,,,,,12/31/2023,no,,,,Integrated Annual Report,,,,,,,0,0,0,,,14283,,Multiline and Specialty Retailers & Distributors,,559749,,,167717,167717,yes,727466,,50.93229714,,,2023,,15
246,0,,0,,0,,0,,0,0,y,,Ebro Foods,,,,,12/31/2022,no,,,,CSR,,,,,,,0,0,0,,,2897,,Processed Foods,,171685,,,102467,102467,yes,274152,,94.63306869,,www.ebrofoods.es#http://www.ebrofoods.es#,2022,,54
256,0,,0,,0,,0,,0,0,y,,Save-A-Lot Corp.,,,,,,no,,,,,,,,,,,0,0,0,,,4700,,Food Retailers & Distributors,,41380,20178,,,20178,yes,61558,,13.09744681,,,2022,,33
257,0,,0,,0,,0,,0,0,y,,Celsius Holdings,,,,,,,,,,,,,,,,,0,0,0,,,1318,,Non-Alcoholic Beverages,,,,,,,,,,,,,,,1
258,0,,0,,0,,0,,0,0,y,,"Frank Brunckhorst Company, LLC",,,,,,,,,,,,,,,,,0,0,0,,,1200,,"Meat, Poultry & Dairy",,,,,,,,,,,,,,,2
259,0,,0,,0,,0,,0,0,y,,Mark Anthony Group,,,,,,,,,,,,,,,,,0,0,0,,,3500,,Alcoholic Beverages,,,,,,,,,,,,,,,15
260,0,,0,,0,,0,,0,0,y,,Red Bull,,,,,,,,,,,,,,,,,0,0,0,,,11000,,Non-Alcoholic Beverages,,,,,,,,,,,,,,,1
261,0,,0,,0,,0,,0,0,y,,Hornell Brewing Co Inc.,,,,,,,,,,,,,,,,,0,0,0,,,3000,,Alcoholic Beverages,,,,,,,,,,,,,,,5
262,0,,0,,0,,0,,0,0,y,,Alex Lee Inc.,,,,,,,,,,,,,,,,,0,0,0,,,3200,,Food Retailers & Distributors,,,,,,,,,,,,,,,3
264,0,,0,,0,,0,,0,0,y,,Save-On-Foods,,,,,,,,,,,,,,,,,0,0,0,,,4250,,Food Retailers & Distributors,,,,,,,,,,,,,,,4
267,0,,0,,0,,0,,0,0,,,Aldi North,,,,,,,,,,,,,,,,,0,0,0,,,31574,,Food Retailers & Distributors,,,,,,,,,,,,,,,7
268,0,,0,,0,,0,,0,0,,,Aldi South,,,,,,,,,,,,,,,,,0,0,0,,,90366,,Food Retailers & Distributors,,,,,,,,,,,,,,,7
269,0,,0,,0,,0,,0,0,,,Starbucks,,,,,,no,,,,,,,,,,,0,0,0,,,29460,,Restaurants,,401772,835477,285989,,285989,yes,687761,,23.34558724,,,2023,,7
270,0,,0,,0,,0,,0,0,y,,AAK AB,,,,,,no,,,,,,,,,,,0,0,0,,,4260,,Food Retailers & Distributors,,0,0,0,0,0,yes,,0,0,,,2023,,12
271,0,,0,,0,,0,,0,0,y,,Ajinomoto,,,,,,no,,,,,,,,,,,0,0,0,,,969,,Processed Foods,,0,0,0,0,0,yes,,0,0,,,2023,,62
272,0,,0,,0,,0,,0,0,y,,Barry Callebaut,,,,,,,,,,,,,,,,,0,0,0,,,9453,,Processed Foods,,0,0,0,0,0,yes,,0,0,,,2023,,20
273,0,,0,,0,,0,,0,0,y,,Bayer,,,,,,no,,,,,,,,,,,0,0,0,,,51558,,Biotechnology & Pharmaceuticals,,0,0,0,0,0,yes,,0,0,,,2023,,95
274,0,,0,,0,,0,,0,0,y,,Bunge,,,,,,no,,,,,,,,,,,0,0,0,,,54500,,Agricultural Products,,0,0,0,0,0,yes,,0,0,,,2023,,7
275,0,,0,,0,,0,,0,0,y,,FCF Co LTD,,,,,,no,,,,,,,,,,,0,0,0,,,1700,,Processed Foods,,0,0,0,0,0,yes,,0,0,,,2022,,3
276,0,,0,,0,,0,,0,0,y,,Gruma,,,,,,no,,,,,,,,,,,0,0,0,,,5597,,Processed Foods,,0,0,0,0,0,yes,,0,0,,,2022,,5
277,0,,0,,0,,0,,0,0,y,,House Foods,,,,,,no,,,,,,,,,,,0,0,0,,,1980,,Processed Foods,,0,0,0,0,0,yes,,0,0,,,2021,,1
278,0,,0,,0,,0,,0,0,y,,Indofood,,,,,,no,,,,,,,,,,,0,0,0,,,7330,,Processed Foods,,0,0,0,0,0,yes,,0,0,,,2023,,34
279,0,,0,,0,,0,,0,0,y,,Kerry,,,,,,no,,,,,,,,,,,0,0,0,,,8000,,Processed Foods,,0,0,0,0,0,yes,,0,0,,,2023,,5
280,0,,0,,0,,0,,0,0,y,,Kirin,,,,,,no,,,,,,,,,,,0,0,0,,,14990,,Alcoholic Beverages,,0,0,0,0,0,yes,,0,0,,,2023,,14
281,0,,0,,0,,0,,0,0,y,,Lotus Bakeries,,,,,,no,,,,,,,,,,,0,0,0,,,1116,,Processed Foods,,0,0,0,0,0,yes,,0,0,,,2023,,11
282,0,,0,,0,,0,,0,0,y,,Mengniu Dairy,,,,,,yes,,,,,,,,,,,0,0,0,,,13420,,"Meat, Poultry, & Dairy",,0,0,0,0,0,yes,,0,0,,,2022,,10
283,0,,0,,0,,0,,0,0,y,,Mizkan,,,,,,no,,,,,,,,,,,0,0,0,,,2066,,Processed Foods,,0,0,0,0,0,yes,,0,0,,,2022,,7
284,0,,0,,0,,0,,0,0,y,,Morinaga Nutritional Foods,,,,,,no,,,,,,,,,,,0,0,0,,,328,,Processed Foods,,0,0,0,0,0,yes,,0,0,,,2021,,3
285,0,,0,,0,,0,,0,0,y,,Mowi,,,,,,no,,,,,,,,,,,0,0,0,,,5773,,"Meat, Poultry, & Dairy",,0,0,0,0,0,yes,,0,0,,,2021,,3
286,0,,0,,0,,0,,0,0,y,,Nissin Foods,,,,,,no,,,,,,,,,,,0,0,0,,,5000,,Processed Foods,,0,0,0,0,0,yes,134448,0,0,,,2020,,13
287,0,,0,,0,,0,,0,0,y,,Nissui,,,,,,yes,,,,,,,,,,,0,0,0,,,6000,,Food Retailers & Distributors,,0,0,0,0,0,yes,,0,0,,,2023,,22
288,0,,0,,0,,0,,0,0,y,,Oatly AB,,,,,,,,,,,,,,,,,0,0,0,,,783.3,,Non-Alcoholic Beverages,,0,0,0,0,0,yes,,0,0,,,2023,,1
289,0,,0,,0,,0,,0,0,y,,Ornua Dairy,,,,,,,,,,,,,,,,,0,0,0,,,3569,,"Meat, Poultry, & Dairy",,0,0,0,0,0,yes,,0,0,,,2023,,7
290,0,,0,,0,,0,,0,0,y,,Ottogi,,,,,,,,,,,,,,,,,0,0,0,,,2293,,Processed Foods,,0,0,0,0,0,yes,,0,0,,,2023,,1
291,0,,0,,0,,0,,0,0,y,,Patanjali Foods,,,,,,no,,,,,,,,,,,0,0,0,,,3669,,Agricultural Products,,0,0,0,0,0,yes,,0,0,,,2022,,5
292,0,,0,,0,,0,,0,0,y,,Sysco,,,,,,,,,,,,,,,,,0,0,0,,,78800,,Food Retailers & Distributors,,0,0,0,0,0,yes,,0,0,,,2019,,22
293,0,,0,,0,,0,,0,0,y,,Yum! Brands,,,,,,no,,,,,,,,,,,0,0,0,,,7220,,Processed Foods,,0,0,0,0,0,yes,,0,0,,,2023,,7
294,0,,0,,0,,0,,0,0,y,,Zensho,,,,,,,,,,,,,,,,,0,0,0,,,6580,,Restaurants,,0,0,0,0,0,yes,,0,0,,,2023,,21
295,0,,0,,0,,0,,0,0,y,,Tillamook County Creamery Association,,,,,,,,,,,,,,,,,0,0,0,,,1000,,"Meat, Poultry & Dairy",,0,0,0,0,0,yes,,0,0,,,0,,7
296,0,,0,,0,,0,,0,0,,,3M,,,,,,,,,,,,,,,,,0,0,0,,,24600,,Chemicals,,0,0,0,0,0,,2050000,0,0,,,2024,,7
297,0,,0,,0,,0,,0,0,,,Barilla,,,,,,,,,,,,,,,,,0,0,0,,,5272,,Processed Foods,,0,0,0,0,0,,294643,0,0,,,2023,,7
298,0,,0,,0,,0,,0,0,,,Haleon,,,,,,,,,,,,,,,,,0,0,0,,,14533,,Household & Personal Products,,0,0,0,0,0,,75000,0,0,,,2024,,7
299,0,,0,,0,,0,,0,0,,,Kimberly-Clark,,,,,,,,,,,,,,,,,0,0,0,,,19140,,Household & Personal Products,,0,0,0,0,0,,3370838,0,0,,,2020,,7
